year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1967,1,1967-01,-0.41,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,2,1967-02,-0.48,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,3,1967-03,-0.53,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,4,1967-04,-0.45,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,5,1967-05,-0.24,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,6,1967-06,0.0,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,7,1967-07,0.05,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,8,1967-08,-0.16,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,9,1967-09,-0.3,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,10,1967-10,-0.38,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,11,1967-11,-0.34,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1967,12,1967-12,-0.44,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,1,1968-01,-0.64,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,2,1968-02,-0.74,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,3,1968-03,-0.62,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,4,1968-04,-0.44,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,5,1968-05,-0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,6,1968-06,0.28,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,7,1968-07,0.58,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,8,1968-08,0.53,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,9,1968-09,0.45,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,10,1968-10,0.55,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,11,1968-11,0.73,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1968,12,1968-12,0.98,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,1,1969-01,1.13,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,2,1969-02,1.09,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,3,1969-03,0.95,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
